,id,title,thumbnail.alt_text,date_start,date_end,date_display,artist_display,place_of_origin,dimensions,medium_display,credit_line,department_title,artist_title,classification_title
713,122455,"Painter Before his Painting, plate eleven from Le Chef d'oeuvre",A work made of etching on copper in black on ivory wove paper.,1927.0,1927.0,"1927, printed and published 1931","Pablo Picasso (Spanish, 1881-1973)
written by Honoré de Balzac (French, 1799-1850)
printed by Louis Fort (French, 19th-20th century)
published by Ambroise Vollard (French, 1867-1939)",Spain,276 × 194 mm (image/plate); 330 × 250 mm (sheet),Etching on copper in black on ivory wove paper,Gift of the Print and Drawing Club,Prints and Drawings,Pablo Picasso,etching
714,122456,"Painter Before his Easel with a Long-Haired Model, plate twelve from Le Chef d'oeuvre inconnu",A work made of etching on copper in black on ivory wove paper.,1927.0,1927.0,"1927, printed and published 1931","Pablo Picasso (Spanish, 1881-1973)
written by Honoré de Balzac (French, 1799-1850)
printed by Louis Fort (French, 19th-20th century)
published by Ambroise Vollard (French, 1867-1939)",Spain,275 × 192 mm (image/plate); 323 × 248 mm (sheet),Etching on copper in black on ivory wove paper,Gift of the Print and Drawing Club,Prints and Drawings,Pablo Picasso,etching
715,122457,"Seated Nude and Sketches (Horses, Bulls..), plate ten from Le Chef d'oeuvre inconnu",A work made of etching on copper in black on ivory wove paper.,1928.0,1928.0,"probably 1928, printed and published 1931","Pablo Picasso (Spanish, 1881-1973)
written by Honoré de Balzac (French, 1799-1850)
printed by Louis Fort (French, 19th-20th century)
published by Ambroise Vollard (French, 1867-1939)",Spain,184 × 260 mm (image); 192 × 277 mm (plate); 252 × 326 mm (sheet),Etching on copper in black on ivory wove paper,Gift of the Print and Drawing Club,Prints and Drawings,Pablo Picasso,etching
716,124595,Plate 1 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,640 × 481 mm (image); 659 × 503 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
717,124596,Plates 2 and 3 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,649 × 502 mm (image); 657 × 504 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
718,124597,Plate 4 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,645 × 500 mm (image); 657 × 503 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
719,124598,Plates 5 and 6 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,644 × 495 mm (image); 657 × 502 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
720,124599,Plates 7 and 8 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,645 × 495 mm (image); 662 × 502 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
721,124601,Plate 9 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,633 × 479 mm (image); 660 × 504 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
722,124602,"Plates 10, 11, and 12 from Poèmes et Lithographies",A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,633 × 470 mm (image); 656 × 501 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
723,124603,Plates 13 and 14 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,632 × 491 mm (image); 657 × 503 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
724,124604,Plates 15 and 16 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,631 × 491 mm (image); 657 × 503 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
725,124605,Plates 17 and 18 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,644 × 483 mm (image); 657 × 505 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
726,124606,Plates 19 and 20 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,623 × 486 mm (image); 656 × 501 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
727,124607,Plates 21 and 22 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,623 × 495 mm (image); 657 × 504 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
728,124608,Plates 23 and 24 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,644 × 497 mm (image); 656 × 503 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
729,124609,Plates 25 and 26 from Poèmes et Lithographies,A work made of lithograph in black on off-white wove paper (discolored to ivory).,1949.0,1949.0,"1949, published December 1954","Pablo Picasso (Spanish, 1881-1973)
printed by Mourlot Frères, Paris
published by Galerie Louise Leiris, Paris",Spain,640 × 498 mm (image); 657 × 504 mm (sheet),Lithograph in black on off-white wove paper (discolored to ivory),Harold Joachim Purchase Fund,Prints and Drawings,Pablo Picasso,lithograph
730,124769,Dancer,A work made of graphite on cream laid paper (discolored to tan).,1919.0,1919.0,1919,"Pablo Picasso
Spanish, 1881-1973",Spain,311 × 237 mm,Graphite on cream laid paper (discolored to tan),Bequest of Mrs. Richard Q. Livingston,Prints and Drawings,Pablo Picasso,graphite
731,124770,Couverture pour Dessins d'un Demi-Siecle,A work made of color lithograph on cream wove paper.,1956.0,1956.0,April 1956,"Pablo Picasso
Spanish, 1881-1973",Spain,220 × 236 mm (sheet),Color lithograph on cream wove paper,Bequest of Mrs. Richard Q. Livingston,Prints and Drawings,Pablo Picasso,lithograph
732,128320,"The Donkey, from Histoire naturelle","A work made of aquatint, sugar lift etching, scratching, and drypoint on ivory laid paper.",1936.0,1936.0,"February 9, 1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,266 × 205 mm (image); 370 × 278 mm (sheet),"Aquatint, sugar lift etching, scratching, and drypoint on ivory laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
733,128322,"The Bull, from Histoire naturelle","A work made of aquatint, sugar lift etching, and drypoint on ivory laid paper.",1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,272 × 208 mm (image); 364 × 276 mm (sheet),"Aquatint, sugar lift etching, and drypoint on ivory laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
734,128324,"The Spanish Bull, from Histoire naturelle","A work made of aquatint, sugar lift etching, and drypoint on ivory laid paper.",1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,265 × 223 mm (image); 372 × 275 mm (sheet),"Aquatint, sugar lift etching, and drypoint on ivory laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
735,128325,"The Ram, from Histoire naturelle","A work made of aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white, laid paper.",1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,271 × 210 mm (image); 365 × 278 mm (sheet),"Aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white, laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
736,128328,"The Cat, from Histoire naturelle",A work made of aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white laid paper.,1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,270 × 205 mm (image); 371 × 283 mm (sheet),Aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white laid paper,Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
737,128329,"The Dog, from Histoire naturelle",A work made of aquatint and sugar lift etching with drypoint on copper in black on off-white laid paper.,1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,270 × 213 mm (image); 370 × 276 mm (sheet),Aquatint and sugar lift etching with drypoint on copper in black on off-white laid paper,Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
738,128330,"The Goat, from Histoire naturelle",A work made of aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white laid paper.,1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,270 × 208 mm (image); 365 × 280 mm (sheet),Aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white laid paper,Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
739,128331,"The Doe, from Histoire naturelle","A work made of aquatint, sugar lift etching, scraping, and drypoint on ivory laid paper.",1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,270 × 205 mm (image); 360 × 275 mm (sheet),"Aquatint, sugar lift etching, scraping, and drypoint on ivory laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
740,128333,"The Wolf, from Histoire naturelle",A work made of aquatint and sugar lift etching on copper in black on off-white laid paper.,1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,342 × 245 mm (image); 380 × 283 mm (sheet),Aquatint and sugar lift etching on copper in black on off-white laid paper,Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
741,128334,"The Lioness, from Histoire naturelle","A work made of aquatint, sugar lift etching, and drypoint on ivory laid paper.",1936.0,1936.0,"1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,266 × 205 mm (image); 367 × 280 mm (sheet),"Aquatint, sugar lift etching, and drypoint on ivory laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
742,128336,"The Monkey, from Histoire naturelle",A work made of aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white laid paper.,1936.0,1936.0,"February 9, 1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,275 × 220 mm (image); 369 × 275 mm (sheet),Aquatint and sugar lift etching with scraping and drypoint on copper in black on off-white laid paper,Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
743,128337,"The White Eagle, from Histoire naturelle","A work made of aquatint, sugar lift etching, and drypoint on ivory laid paper.",1936.0,1936.0,"February 9, 1936, published May 26, 1942","Pablo Picasso (Spanish, 1881-1973)
written by Georges-Louis Leclerc, comte de Buffon (French, 1707-1788)
published by Martin Fabiani (French)",Spain,270 × 210 mm (image); 370 × 273 mm (sheet),"Aquatint, sugar lift etching, and drypoint on ivory laid paper",Print Sales Miscellaneous Fund,Prints and Drawings,Pablo Picasso,aquatint
